Event Name,Date,City,State,Place,Corps,Score,Season
DCI Open Class World Championships Finals,8-Aug-17,Michigan City,IN,11,River City Rhythm,67.688,2017
DCI Open Class World Championships Finals,8-Aug-17,Michigan City,IN,12,Raiders,64.975,2017
Lake Erie Fanfare,7-Aug-17,Erie,PA,1,Blue Knights,90.6,2017
Lake Erie Fanfare,7-Aug-17,Erie,PA,2,Blue Stars,88.775,2017
Lake Erie Fanfare,7-Aug-17,Erie,PA,3,Madison Scouts,85.85,2017
Lake Erie Fanfare,7-Aug-17,Erie,PA,4,The Academy,83.175,2017
Lake Erie Fanfare,7-Aug-17,Erie,PA,5,Colts,81.8,2017
Lake Erie Fanfare,7-Aug-17,Erie,PA,6,Troopers,80.85,2017
Lake Erie Fanfare,7-Aug-17,Erie,PA,7,Spirit of Atlanta,78.35,2017
Lake Erie Fanfare,7-Aug-17,Erie,PA,8,Jersey Surf,71.35,2017
DCI Tour of Champions presented by the Pro Football Hall of Fame Enshrinement Festival,7-Aug-17,Massillon,OH,1,Santa Clara Vanguard,95.725,2017
DCI Tour of Champions presented by the Pro Football Hall of Fame Enshrinement Festival,7-Aug-17,Massillon,OH,2,Carolina Crown,95.575,2017
DCI Tour of Champions presented by the Pro Football Hall of Fame Enshrinement Festival,7-Aug-17,Massillon,OH,3,Bluecoats,94.025,2017
DCI Tour of Champions presented by the Pro Football Hall of Fame Enshrinement Festival,7-Aug-17,Massillon,OH,4,The Cavaliers,93.675,2017
DCI Tour of Champions presented by the Pro Football Hall of Fame Enshrinement Festival,7-Aug-17,Massillon,OH,5,Boston Crusaders,91.85,2017
DCI Tour of Champions presented by the Pro Football Hall of Fame Enshrinement Festival,7-Aug-17,Massillon,OH,6,The Cadets,91.125,2017
DCI Tour of Champions presented by the Pro Football Hall of Fame Enshrinement Festival,7-Aug-17,Massillon,OH,7,Phantom Regiment,88.5,2017
DCI Tour of Champions presented by the Pro Football Hall of Fame Enshrinement Festival,7-Aug-17,Massillon,OH,8,Crossmen,86.45,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,1,Vanguard Cadets,80.425,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,2,Blue Devils B,79.138,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,3,Legends,76.225,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,4,Music City,75.488,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,5,Spartans,74.863,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,6,Louisiana Stars,71.95,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,7,Gold,70.625,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,8,7th Regiment,69.825,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,9,Guardians,68.125,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,10,Southwind,68,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,11,River City Rhythm,66.963,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,12,Raiders,63.05,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,13,Shadow,62.225,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,14,Colt Cadets,61.2,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,15,Impulse,58.125,2017
DCI Open Class World Championships Prelims,7-Aug-17,Michigan City,IN,16,Les Stentors,55.2,2017
Tour of Champions - Buffalo,6-Aug-17,Buffalo,NY,1,Blue Devils,95.9,2017
Tour of Champions - Buffalo,6-Aug-17,Buffalo,NY,2,Santa Clara Vanguard,95.275,2017
Tour of Champions - Buffalo,6-Aug-17,Buffalo,NY,3,Carolina Crown,94.575,2017
Tour of Champions - Buffalo,6-Aug-17,Buffalo,NY,4,Bluecoats,93.725,2017
Tour of Champions - Buffalo,6-Aug-17,Buffalo,NY,5,The Cadets,89.975,2017
Tour of Champions - Buffalo,6-Aug-17,Buffalo,NY,6,Blue Knights,88.15,2017
Tour of Champions - Buffalo,6-Aug-17,Buffalo,NY,7,Phantom Regiment,87.325,2017
Tour of Champions - Buffalo,6-Aug-17,Buffalo,NY,8,Blue Stars,86.7,2017
Drums Along the Mohawk,6-Aug-17,Rome,NY,1,The Cavaliers,93.1,2017
Drums Along the Mohawk,6-Aug-17,Rome,NY,2,Boston Crusaders,91.45,2017
Drums Along the Mohawk,6-Aug-17,Rome,NY,3,Madison Scouts,84.75,2017
Drums Along the Mohawk,6-Aug-17,Rome,NY,4,Mandarins,83.15,2017
Drums Along the Mohawk,6-Aug-17,Rome,NY,5,Troopers,80.45,2017
Drums Along the Mohawk,6-Aug-17,Rome,NY,6,Oregon Crusaders,77.8,2017
Drums Along the Mohawk,6-Aug-17,Rome,NY,7,Pacific Crest,76.45,2017
Drums Along the Mohawk,6-Aug-17,Rome,NY,8,Genesis,73.7,2017
Tournament of Drums,5-Aug-17,Cedar Rapids,IA,1,Vanguard Cadets,78.475,2017
Tournament of Drums,5-Aug-17,Cedar Rapids,IA,2,Spartans,73.513,2017
Tournament of Drums,5-Aug-17,Cedar Rapids,IA,3,Gold,70.475,2017
Tournament of Drums,5-Aug-17,Cedar Rapids,IA,4,Guardians,67.55,2017
Tournament of Drums,5-Aug-17,Cedar Rapids,IA,5,Shadow,62.15,2017
Tournament of Drums,5-Aug-17,Cedar Rapids,IA,6,Colt Cadets,61.3,2017
Tournament of Drums,5-Aug-17,Cedar Rapids,IA,7,Les Stentors,54.85,2017
Shoremen Brass Classic,5-Aug-17,Avon Lake,OH,1,Blue Devils B,78.763,2017
Shoremen Brass Classic,5-Aug-17,Avon Lake,OH,2,Legends,76.238,2017
Shoremen Brass Classic,5-Aug-17,Avon Lake,OH,3,Music City,76.213,2017
Shoremen Brass Classic,5-Aug-17,Avon Lake,OH,4,Louisiana Stars,71.675,2017
Shoremen Brass Classic,5-Aug-17,Avon Lake,OH,5,7th Regiment,71.35,2017
Shoremen Brass Classic,5-Aug-17,Avon Lake,OH,6,Southwind,67.55,2017
Shoremen Brass Classic,5-Aug-17,Avon Lake,OH,7,Raiders,64.8,2017
Shoremen Brass Classic,5-Aug-17,Avon Lake,OH,8,Impulse,58.425,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,1,Santa Clara Vanguard,95,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,2,Carolina Crown,94.463,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,3,The Cavaliers,92.45,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,4,Boston Crusaders,91.188,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,5,The Cadets,90.838,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,6,Blue Knights,88.488,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,7,Crossmen,86.15,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,8,Madison Scouts,84,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,9,The Academy,82.65,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,10,Oregon Crusaders,77.3,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,11,Genesis,74.875,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,12,Seattle Cascades,72.225,2017
DCI Eastern Classic,5-Aug-17,Allentown,PA,13,Jersey Surf,70.475,2017
Shadow Showcase,4-Aug-17,Oregon,WI,1,Vanguard Cadets,78.65,2017
Shadow Showcase,4-Aug-17,Oregon,WI,2,Spartans,74.075,2017
Shadow Showcase,4-Aug-17,Oregon,WI,3,Gold,71.675,2017
Shadow Showcase,4-Aug-17,Oregon,WI,4,Guardians,68.575,2017
Shadow Showcase,4-Aug-17,Oregon,WI,5,River City Rhythm,68.075,2017
Shadow Showcase,4-Aug-17,Oregon,WI,6,Colt Cadets,61.35,2017
Shadow Showcase,4-Aug-17,Oregon,WI,7,Shadow,60.175,2017
Shadow Showcase,4-Aug-17,Oregon,WI,8,Les Stentors,55.25,2017
Music on the Mountain,4-Aug-17,Sheffield,PA,- -,Southwind,- -,2017
Music on the Mountain,4-Aug-17,Sheffield,PA,- -,Raiders,- -,2017
Music on the Mountain,4-Aug-17,Sheffield,PA,- -,7th Regiment,- -,2017
Music on the Mountain,4-Aug-17,Sheffield,PA,- -,Louisiana Stars,- -,2017
Music on the Mountain,4-Aug-17,Sheffield,PA,- -,Music City,- -,2017
Music on the Mountain,4-Aug-17,Sheffield,PA,- -,Blue Devils B,- -,2017
Music on the Mountain,4-Aug-17,Sheffield,PA,- -,Legends,- -,2017
DCI Eastern Classic,4-Aug-17,Allentown,PA,1,Blue Devils,95.513,2017
DCI Eastern Classic,4-Aug-17,Allentown,PA,2,Bluecoats,93.4,2017
DCI Eastern Classic,4-Aug-17,Allentown,PA,3,Phantom Regiment,87,2017
DCI Eastern Classic,4-Aug-17,Allentown,PA,4,Blue Stars,86.5,2017
DCI Eastern Classic,4-Aug-17,Allentown,PA,5,Mandarins,82.725,2017
DCI Eastern Classic,4-Aug-17,Allentown,PA,6,Colts,81.025,2017
DCI Eastern Classic,4-Aug-17,Allentown,PA,7,Troopers,79.463,2017
DCI Eastern Classic,4-Aug-17,Allentown,PA,8,Spirit of Atlanta,78.063,2017
DCI Eastern Classic,4-Aug-17,Allentown,PA,9,Pacific Crest,76.15,2017
DCI Eastern Classic,4-Aug-17,Allentown,PA,10,Pioneer,65.525,2017
"Tour of Champions, PPL Park",3-Aug-17,Chester,PA,1,Carolina Crown,93.15,2017
"Tour of Champions, PPL Park",3-Aug-17,Chester,PA,2,Bluecoats,92.825,2017
"Tour of Champions, PPL Park",3-Aug-17,Chester,PA,3,The Cavaliers,92.45,2017
"Tour of Champions, PPL Park",3-Aug-17,Chester,PA,4,The Cadets,90.5,2017
"Tour of Champions, PPL Park",3-Aug-17,Chester,PA,5,Phantom Regiment,86.35,2017
"Tour of Champions, PPL Park",3-Aug-17,Chester,PA,6,Crossmen,84.8,2017
East Coast Classic,3-Aug-17,Lawrence,MA,1,Boston Crusaders,90.8,2017
East Coast Classic,3-Aug-17,Lawrence,MA,2,Blue Knights,87.55,2017
East Coast Classic,3-Aug-17,Lawrence,MA,3,Madison Scouts,83.6,2017
East Coast Classic,3-Aug-17,Lawrence,MA,4,The Academy,81.55,2017
Spring City Showcase,2-Aug-17,Waukesha,WI,1,Vanguard Cadets,78.05,2017
Spring City Showcase,2-Aug-17,Waukesha,WI,2,Blue Devils B,77.55,2017
Spring City Showcase,2-Aug-17,Waukesha,WI,3,Legends,74.55,2017
Spring City Showcase,2-Aug-17,Waukesha,WI,4,Louisiana Stars,70.55,2017
Spring City Showcase,2-Aug-17,Waukesha,WI,5,Gold,70.3,2017
Spring City Showcase,2-Aug-17,Waukesha,WI,6,River City Rhythm,67.85,2017
Spring City Showcase,2-Aug-17,Waukesha,WI,7,Raiders,63,2017
Spring City Showcase,2-Aug-17,Waukesha,WI,8,Les Stentors,55.45,2017
Petunia City Brass,2-Aug-17,Oregon,IL,1,Music City,71.7,2017
Petunia City Brass,2-Aug-17,Oregon,IL,2,Spartans,71.55,2017
Petunia City Brass,2-Aug-17,Oregon,IL,3,Guardians,67.35,2017
Petunia City Brass,2-Aug-17,Oregon,IL,4,7th Regiment,66.1,2017
Petunia City Brass,2-Aug-17,Oregon,IL,5,Southwind,64,2017
Petunia City Brass,2-Aug-17,Oregon,IL,6,Shadow,58.4,2017
Petunia City Brass,2-Aug-17,Oregon,IL,7,Colt Cadets,58.1,2017
Petunia City Brass,2-Aug-17,Oregon,IL,8,Impulse,57.35,2017
Drum Corps: An American Tradition - Clifton,2-Aug-17,Clifton,NJ,1,Santa Clara Vanguard,93.9,2017
Drum Corps: An American Tradition - Clifton,2-Aug-17,Clifton,NJ,2,Boston Crusaders,90.35,2017
Drum Corps: An American Tradition - Clifton,2-Aug-17,Clifton,NJ,3,The Cadets,89.175,2017
Drum Corps: An American Tradition - Clifton,2-Aug-17,Clifton,NJ,4,Blue Knights,86.2,2017
Drum Corps: An American Tradition - Clifton,2-Aug-17,Clifton,NJ,5,Spirit of Atlanta,77.55,2017
Drum Corps: An American Tradition - Clifton,2-Aug-17,Clifton,NJ,6,Jersey Surf,70.4,2017
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,2-Aug-17,Pittsburgh,PA,- -,Pacific Crest,- -,2017
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,2-Aug-17,Pittsburgh,PA,- -,Oregon Crusaders,- -,2017
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,2-Aug-17,Pittsburgh,PA,- -,Mandarins,- -,2017
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,2-Aug-17,Pittsburgh,PA,- -,Troopers,- -,2017
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,2-Aug-17,Pittsburgh,PA,- -,Colts,- -,2017
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,2-Aug-17,Pittsburgh,PA,- -,Crossmen,- -,2017
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,2-Aug-17,Pittsburgh,PA,- -,Blue Stars,- -,2017
DCI Pittsburgh presented by Three Rivers SUMMER MUSIC GAMES,2-Aug-17,Pittsburgh,PA,- -,The Cavaliers,- -,2017
Soaring Sounds 38,1-Aug-17,Centerville,OH,1,The Cavaliers,91.9,2017
Soaring Sounds 38,1-Aug-17,Centerville,OH,2,Blue Stars,86.15,2017
Soaring Sounds 38,1-Aug-17,Centerville,OH,3,Mandarins,82.7,2017
Soaring Sounds 38,1-Aug-17,Centerville,OH,4,Colts,79.85,2017
Soaring Sounds 38,1-Aug-17,Centerville,OH,5,Troopers,79.65,2017
Soaring Sounds 38,1-Aug-17,Centerville,OH,6,Oregon Crusaders,75.9,2017
Soaring Sounds 38,1-Aug-17,Centerville,OH,7,Pacific Crest,75.7,2017
Soaring Sounds 38,1-Aug-17,Centerville,OH,8,Genesis,74.4,2017
Soaring Sounds 38,1-Aug-17,Centerville,OH,9,Seattle Cascades,72.5,2017
March On!,1-Aug-17,Minneapolis,MN,1,Vanguard Cadets,75.8,2017
March On!,1-Aug-17,Minneapolis,MN,2,Gold,68.4,2017
March On!,1-Aug-17,Minneapolis,MN,3,Guardians,67.65,2017
March On!,1-Aug-17,Minneapolis,MN,4,River City Rhythm,66.2,2017
March On!,1-Aug-17,Minneapolis,MN,5,Colt Cadets,61.5,2017
March On!,1-Aug-17,Minneapolis,MN,6,Les Stentors,54,2017
Drum Corps: An American Tradition,1-Aug-17,Annapolis,MD,1,Blue Devils,94.775,2017
Drum Corps: An American Tradition,1-Aug-17,Annapolis,MD,2,The Cadets,89.5,2017
Drum Corps: An American Tradition,1-Aug-17,Annapolis,MD,3,Madison Scouts,83.05,2017
Drum Corps: An American Tradition,1-Aug-17,Annapolis,MD,4,The Academy,81.525,2017
Drum Corps: An American Tradition,1-Aug-17,Annapolis,MD,5,Spirit of Atlanta,77.45,2017
Drum Corps: An American Tradition,1-Aug-17,Annapolis,MD,6,Jersey Surf,69.45,2017
Drum Corps: An American Tradition,1-Aug-17,Annapolis,MD,7,Pioneer,65.65,2017
WDBJ-7 Summer Music Games of Southwest Virginia,31-Jul-17,Salem,VA,1,Carolina Crown,92.625,2017
WDBJ-7 Summer Music Games of Southwest Virginia,31-Jul-17,Salem,VA,2,Boston Crusaders,89.35,2017
WDBJ-7 Summer Music Games of Southwest Virginia,31-Jul-17,Salem,VA,3,Madison Scouts,82.5,2017
WDBJ-7 Summer Music Games of Southwest Virginia,31-Jul-17,Salem,VA,4,Spirit of Atlanta,76.5,2017
WDBJ-7 Summer Music Games of Southwest Virginia,31-Jul-17,Salem,VA,5,Jersey Surf,69.4,2017
WDBJ-7 Summer Music Games of Southwest Virginia,31-Jul-17,Salem,VA,6,Pioneer,65.65,2017
Emerald City Music Games,31-Jul-17,Dublin,OH,1,Bluecoats,92.5,2017
Emerald City Music Games,31-Jul-17,Dublin,OH,2,Crossmen,84.7,2017
Emerald City Music Games,31-Jul-17,Dublin,OH,3,Blue Stars,84.55,2017
Emerald City Music Games,31-Jul-17,Dublin,OH,4,Colts,78.8,2017
Emerald City Music Games,31-Jul-17,Dublin,OH,5,Pacific Crest,75.1,2017
Emerald City Music Games,31-Jul-17,Dublin,OH,6,Oregon Crusaders,74,2017
Emerald City Music Games,31-Jul-17,Dublin,OH,7,Seattle Cascades,71.3,2017
Drums Across the Tri-State,31-Jul-17,Charleston,WV,1,Blue Knights,86.4,2017
Drums Across the Tri-State,31-Jul-17,Charleston,WV,2,Phantom Regiment,85.45,2017
Drums Across the Tri-State,31-Jul-17,Charleston,WV,3,Mandarins,81.65,2017
Drums Across the Tri-State,31-Jul-17,Charleston,WV,4,The Academy,80.85,2017
Drums Across the Tri-State,31-Jul-17,Charleston,WV,5,Troopers,77.75,2017
Drums Across the Tri-State,31-Jul-17,Charleston,WV,6,Genesis,71.9,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,1,Blue Devils,93.925,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,2,Santa Clara Vanguard,93.575,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,3,Carolina Crown,92.45,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,4,Bluecoats,91.2,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,5,The Cavaliers,90.2,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,6,Boston Crusaders,88.6,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,7,The Cadets,88.525,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,8,Phantom Regiment,85.25,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,9,Crossmen,84,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,10,Madison Scouts,81.5,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,11,Mandarins,80.975,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,12,The Academy,79.075,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,13,Troopers,77.725,2017
NightBEAT Tour of Champions,30-Jul-17,Winston-Salem,NC,14,Colts,77.1,2017
Legends Drum Corps Invitational,30-Jul-17,White Lake,MI,1,Legends,71.55,2017
Legends Drum Corps Invitational,30-Jul-17,White Lake,MI,2,Spartans,69.95,2017
Legends Drum Corps Invitational,30-Jul-17,White Lake,MI,3,7th Regiment,67.3,2017
Legends Drum Corps Invitational,30-Jul-17,White Lake,MI,4,Raiders,60.35,2017
Drum Corps Mid-America,29-Jul-17,Oskaloosa,IA,1,Vanguard Cadets,74.5,2017
Drum Corps Mid-America,29-Jul-17,Oskaloosa,IA,2,Blue Devils B,73.3,2017
Drum Corps Mid-America,29-Jul-17,Oskaloosa,IA,3,Gold,66.7,2017
Drum Corps Mid-America,29-Jul-17,Oskaloosa,IA,4,Guardians,65.45,2017
Drum Corps Mid-America,29-Jul-17,Oskaloosa,IA,5,Southwind,63.35,2017
Drum Corps Mid-America,29-Jul-17,Oskaloosa,IA,6,Colt Cadets,60,2017
Drum Corps Mid-America,29-Jul-17,Oskaloosa,IA,7,Les Stentors,51.1,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,1,Blue Devils,93.138,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,2,Santa Clara Vanguard,93.125,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,3,Carolina Crown,91.688,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,4,Bluecoats,91.175,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,5,The Cavaliers,89.85,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,6,The Cadets,87.638,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,7,Phantom Regiment,85.5,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,8,Blue Knights,85.25,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,9,Blue Stars,83.35,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,10,The Academy,78.625,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,11,Spirit of Atlanta,76.075,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,12,Pacific Crest,74.55,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,13,Oregon Crusaders,73.7,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,14,Genesis,71.9,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,15,Seattle Cascades,71.45,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,16,Jersey Surf,68.1,2017
DCI Southeastern Championship presented by Lone Star Percussion,29-Jul-17,Powder Springs,GA,17,Pioneer,64.55,2017
A Blast in the Burg,29-Jul-17,Johnsonburg,PA,1,Spartans,70.2,2017
A Blast in the Burg,29-Jul-17,Johnsonburg,PA,2,7th Regiment,67.5,2017
A Blast in the Burg,29-Jul-17,Johnsonburg,PA,3,Raiders,62.4,2017
A Blast in the Burg,29-Jul-17,Johnsonburg,PA,4,Impulse,59.9,2017
"The Masters of the Summer Music Games presented by Jupiter, Mapex and Majestic",28-Jul-17,Nashville,TN,1,Blue Devils,92.45,2017
"The Masters of the Summer Music Games presented by Jupiter, Mapex and Majestic",28-Jul-17,Nashville,TN,2,Santa Clara Vanguard,92.35,2017
"The Masters of the Summer Music Games presented by Jupiter, Mapex and Majestic",28-Jul-17,Nashville,TN,3,Carolina Crown,90.65,2017
"The Masters of the Summer Music Games presented by Jupiter, Mapex and Majestic",28-Jul-17,Nashville,TN,4,Bluecoats,90.475,2017
"The Masters of the Summer Music Games presented by Jupiter, Mapex and Majestic",28-Jul-17,Nashville,TN,5,The Cavaliers,88.55,2017
"The Masters of the Summer Music Games presented by Jupiter, Mapex and Majestic",28-Jul-17,Nashville,TN,6,The Cadets,85.95,2017
"The Masters of the Summer Music Games presented by Jupiter, Mapex and Majestic",28-Jul-17,Nashville,TN,7,Phantom Regiment,84.45,2017
"The Masters of the Summer Music Games presented by Jupiter, Mapex and Majestic",28-Jul-17,Nashville,TN,8,Blue Knights,84.1,2017
Show of Shows - Metamora,28-Jul-17,Metamora,IL,1,Blue Devils B,73.85,2017
Show of Shows - Metamora,28-Jul-17,Metamora,IL,2,Vanguard Cadets,73.7,2017
Show of Shows - Metamora,28-Jul-17,Metamora,IL,3,Legends,69.9,2017
Show of Shows - Metamora,28-Jul-17,Metamora,IL,4,Guardians,65.75,2017
Show of Shows - Metamora,28-Jul-17,Metamora,IL,5,Southwind,61.2,2017
Show of Shows - Metamora,28-Jul-17,Metamora,IL,6,Colt Cadets,57.4,2017
Show of Shows - Metamora,28-Jul-17,Metamora,IL,7,Shadow,56.35,2017
Show of Shows - Metamora,28-Jul-17,Metamora,IL,8,Les Stentors,49.45,2017
DCI Southern Alabama,28-Jul-17,Dothan,AL,1,Blue Stars,83.6,2017
DCI Southern Alabama,28-Jul-17,Dothan,AL,2,Madison Scouts,81.75,2017
DCI Southern Alabama,28-Jul-17,Dothan,AL,3,Troopers,77.05,2017
DCI Southern Alabama,28-Jul-17,Dothan,AL,4,Colts,76.85,2017
DCI Southern Alabama,28-Jul-17,Dothan,AL,5,Spirit of Atlanta,74.8,2017
DCI Southern Alabama,28-Jul-17,Dothan,AL,6,Pacific Crest,72.85,2017
DCI Southern Alabama,28-Jul-17,Dothan,AL,7,Genesis,71.05,2017
DCI Southern Alabama,28-Jul-17,Dothan,AL,8,Seattle Cascades,70.65,2017
DCI Southern Alabama,28-Jul-17,Dothan,AL,9,Pioneer,64.3,2017
DCI Birmingham @ Joe Lee Griffin Field at Samford University,27-Jul-17,Birmingham,AL,1,Boston Crusaders,88.05,2017
DCI Birmingham @ Joe Lee Griffin Field at Samford University,27-Jul-17,Birmingham,AL,2,Crossmen,83.5,2017
DCI Birmingham @ Joe Lee Griffin Field at Samford University,27-Jul-17,Birmingham,AL,3,Blue Stars,83.25,2017
DCI Birmingham @ Joe Lee Griffin Field at Samford University,27-Jul-17,Birmingham,AL,4,Madison Scouts,80.85,2017
DCI Birmingham @ Joe Lee Griffin Field at Samford University,27-Jul-17,Birmingham,AL,5,Mandarins,80.75,2017
